,title_english,imdb_rating,votes_imdb,metascore,year,director,stars,imdb_trust
9233,SSSS.Gridman,"5,3",11.0,,2023,"Yoshiyuki Kaneko, Akira Amemiya","Yuya Hirose, Tetsu Inada, Akari Kitô, Katsuyuki Konishi",False
9234,El caballo mágico,"7,4",1097.0,,1947,"Aleksandra Snezhko-Blotskaya, Viktor Gromov, Ivan Ivanov-Vano","Georgi Chernovolenko, Alik Kachanov, Anatoliy Kubatskiy, Georgiy Millyar",False
9235,Scrat in Love (2009 Video),"7,0",749.0,,2009,,,False
9236,Kaosu heddo,"5,9",770.0,,2008,,"Todd Haberkorn, Brittney Karbowski, Eri Kitamura, Carrie Savage",False
9237,Beebo Saves Christmas (2021 TV Special),"6,1",145.0,,2021,Jojo Ramos Patrick,"Yvette Nicole Brown, Ben Diskin, Keith Ferguson, Victor Garber",False
9238,Blackfox,"6,1",393.0,,2019,"Keisuke Shinohara, Kazuya Nomura","Ayaka Nanase, Haruka Tomatsu, You Taichi, Hiroshi Tsuchida",False
9239,The Cat Came Back,"7,4",2423.0,,1988,Cordell Barker,Richard Condie,False
9240,Tom Sawyer,"3,0",11.0,,2020,,"Daniel Brochu, Angela Galuppo, Robert Naylor",False
9241,Tales from the Far Side (1994 TV Movie),"7,4",645.0,,1994,Marv Newland,"Kathleen Barr, Doug Parker, Lee Tockar, Dale Wilson",False
9242,Tri bogatyrya i Shamakhanskaya tsaritsa,"6,3",1890.0,,2010,Sergei Glezin,"Valeriy Solovyov, Anna Geller, Oleg Kulikovich, Liya Medvedeva",False
9243,Superagente Risitas,"7,0",117.0,,1976,,"John Stephenson, Don Messick",False
9244,Fukigen na Mononokean,"7,1",324.0,,2016,,"Yûki Kaji, Tomoaki Maeno, Ikue Ôtani, Yôko Hikasa",False
9245,Rose Petal Place (1984 TV Movie),"8,0",82.0,,1984,Charles Nichols,"Marie Osmond, Susan Blu, Candy Ann Brown, Renae Jacobs",False
9246,Dino Pops,,,,2023,,Beau Marie,False
9247,Joe Pera Talks You to Sleep (2016 TV Short),"8,5",561.0,,2016,"Joe Pera, Kieran O'Hare","Joe Pera, Eleanore Pienta, Charles Gould, Rodney McMahon",False
9248,Bugs Bunny: Lost in Time (1999 Video Game),"7,6",230.0,,1999,Rob Sebastian,"Billy West, Joe Alaskey, Cody, June Foray",False
9249,Da Zhu Zai Nian Fan,"6,5",11.0,,2023,,,False
9250,Photo Kano,"5,7",142.0,,2013,,"Patrick Mölleken, Miyuki Sawashiro, Nobunaga Shimazaki, Chiwa Saitô",False
9251,Spaced Cats,"4,0",26.0,,2020,Ben Levin,"Ambyr Rose, Lily Iverson, Larry G. Jones, Simon Hill",False
9252,The Crystal Gems Say Be Anti-Racist,"6,4",66.0,,2020,,"Deedee Magno, Talia Cuomo, Estelle, Michaela Dietz",False
9253,Maruti Mera Dosst,"8,6",102.0,,2009,Manikya Raju,"Shiv Hare, Rajkumar Kanojia, Shahbaaz Khan, Sushmita Mukherjee",False
9254,The Daniel Tiger Movie: Won't You Be Our Neighbor? (2018 TV Movie),"7,3",22.0,,2018,"Vadim Kapridov, Tammy Langton","Laaibah Alvi, Heather Bambrick, Ted Dykstra, Keegan Hedley",False
9255,Toxic Alien Zombie Babes from Outer Space,"3,2",44.0,,2022,Gerardo Chierchia,"Vixey Teh, Melanie Kuhn, Grace Liu, David Black",False
9256,El Jardín de los Pecadores: La Investigación de un Homicidio - Primera parte,"7,1",1954.0,,2007,Takuya Nonaka,"Maaya Sakamoto, Kenichi Suzumura, Takako Honda, Hiroki Touchi",False
9257,Z/X: Code Reunion,"6,2",20.0,,2019,,"Inori Minase, Yui Ogura, Aya Uchida, Maria Naganawa",False
9258,Momotarô: Umi no shinpei,"5,6",344.0,,1945,,,False
9259,Littlest Pet Shop: A World of Our Own,"7,0",107.0,,2017,,"Diana Kaarina, Lili Beaudoin, Ingrid Nilson, Travis Turner",False
9260,Homesteader Droopy,"7,4",541.0,,1954,Tex Avery,"Tex Avery, Colleen Collins, Paul Frees",False
9261,Papá Noel se va de vacaciones (1991 TV Short),"7,5",2234.0,,1991,Dave Unwin,Mel Smith,False
9262,Kemono Friends,"6,7",281.0,,2017,,"Saki Ono, Kana Motomiya, Aya Uchida, Yuka Ozaki",False
9263,Merry Mannequins,"6,5",55.0,,1937,,,False
9264,Family Sized,"9,0",25.0,,2020,,"Ethan D. Smith, Sa'id Murdock, Joshua Ivey, Felicia Williams",False
9265,Karin,"6,8",439.0,,2005,,"Sayuri Yahagi, Hillary Blazer-Doyle, Katsuyuki Konishi, Paul Pistore",False
9266,Gasaraki,"6,4",297.0,,1998,,"Nobuyuki Hiyama, Chris Patton, Andy McAvin, Kelly Manison",False
9267,Constantine: The Legend Continues (2018 TV Special),"7,5",739.0,,2018,Doug Murphy,"Phil Klemmer, Jes Macallan, Matt Ryan",False
9268,Katie and Orbie,"7,9",113.0,,1994,,"Chris Wightman, Amanda Tripp, Leslie Nielsen",False
9269,Hakumei to Mikochi,"7,2",173.0,,2018,,"Risae Matsuda, Shino Shimoji, Brittney Karbowski, AmaLee",False
9270,Hullabaloo (I),,,,,James Lopez,"Yuri Lowenthal, Mary Robinette Kowal, G.D. Falksen",False
9271,Chicken Little,"7,3",893.0,,1943,"Jack Cutting, Clyde Geronimi","Florence Gill, Frank Graham, Clarence Nash",False
9272,The Adventures of Pinocchio,"5,2",99.0,,1984,"Ippei Kuri, Jim Terry","Danielle Romeo, Lacoya Newsome, Cindy Kozacik, Tony Roscia",False
9273,Albert (2016 TV Movie),"6,2",277.0,,2016,Max Lang,"Robert G. Chiu, Katie Crown, John DiMaggio, Aaron Eisenberg",False
9274,BattleTech,"6,6",125.0,,1994,,"Peter Spellos, Sean Bushe, Doug Lee, Roxxy Dakota",False
9275,El gran robo de la alcancía,"7,7",2219.0,,1946,Robert Clampett,Mel Blanc,False
9276,Jambareeqi Reviews,"7,5",42.0,,2012,,"Jambareeqi, Zephon Thompson, Cheng-fan, Sean Harbison",False
9277,Time kyôshitsu: Tondera house no daibôken,"6,7",175.0,,1982,,"Billie Lou Watt, Ray Owens, Sonia Owens, Hal Studer",False
9278,Tonari no Kyuuketsuki-san,"6,4",169.0,,2018,,"Aya Uchida, Lynn, Rina Hidaka, Miyu Tomita",False
9279,RWBY Chibi,"7,6",587.0,,2016,,"Lindsay Jones, Barbara Dunkelman, Miles Luna, Kara Eberle",False
9280,Samurai Deeper Kyo,"6,7",514.0,,2002,,"Eden Riegel, Dan Green, Russell Wait, Christopher Kromer",False
9281,Needless,"6,6",279.0,,2009,,"Brittney Karbowski, David Wald, Andrew Love, Serena Varghese",False
9282,"¡Hayate, El Mayordomo de Combate!","6,9",330.0,,2007,,"Rie Kugimiya, Rie Tanaka, Mikako Takahashi, Norio Wakamoto",False
9283,Animal Soccer World (2005 Video Game),"1,2",132.0,,2005,Roswitha Haas,"Armin Drogat, Georg Feils, Simone Greiss, Melanie Langer",False
9284,Nellie the Elephant,"6,5",61.0,,1990,,"Lulu, Tony Robinson",False
9285,Polly Pocket Adventure Studios!,,,,2022,,"Paula Rhodes, Tiana Camacho, Stephanie Southerland, Ardin Patterson",False
9286,Cellbound,"7,4",447.0,,1955,"Tex Avery, Michael Lah","Tex Avery, Gus Bivona, Paul Frees, William Hanna",False
9287,Shen Wu Tian Zun Dong Tai Man Hua,"7,4",10.0,,2020,,,False
9288,Tromba Trem,"8,8",114.0,,2010,,"Maira Kesten, Hugo Souza, Roberto Rodrigues, Luca De Castro",False
9289,San Cun Renjian,,,,2022,,"Maomao Lin, Zhongyang Baomu, Rongshan Chang, Lanling Li",False
9290,Gnomes & Goblins (2020 Video Game),,,,2020,,,False
9291,Wilbur,"6,8",29.0,,2006,,"Julie Lemieux, Ian Busher, Taylor Barber, Emma Pustil",False
9292,Herr Meets Hare,"7,0",728.0,,1945,Friz Freleng,Mel Blanc,False
9293,Eleven Little Indians (TV Movie),,,,,,,False
9294,Dashavatar,"6,5",207.0,,2008,Bhavik Thakore,"Vinay Apte, Kenneth Desai, Rupali Ganguly, Sachin Khedekar",False
9295,Prehistoric Beast,"7,5",245.0,,1985,,,False
9296,The Snowman and the Snowdog (2012 TV Movie),"7,2",3230.0,,2012,,,False
9297,Goodnight Moon & Other Sleepytime Tales (1999 TV Movie),"7,7",85.0,,1999,Amy Schatz,"Justin Arnold, Tony Bennett, Billy Crystal, Lauryn Hill",False
9298,Doctor Dimensional,"3,6",115.0,,2014,,"Sam Vincent, Zoey Siewert, Zac Siewert, Jaedon Siewert",False
9299,Super Film,,,,2016,,,False
9300,1001 Nights,"7,6",74.0,,1001,,"Jake D. Smith, Scott McNeil, Tabitha St. Germain, Nicole Oliver",False
9301,Envíos Sideralex,"7,0",96.0,,2013,,"Vincent Tong, Britt Irvin, Ty Olsson, Michael Daingerfield",False
9302,Po sledam bremenskikh muzykantov,"7,9",1701.0,,1973,Vasiliy Livanov,"Muslim Magomayev, Elmira Zherzdeva, Gennadiy Gladkov, Anatoliy Gorokhov",False
9303,Smarty Cat,"6,8",644.0,,1955,"Joseph Barbera, William Hanna","Daws Butler, William Hanna, Jerry Mann, Jack Sabel",False
9304,Murder Police,"5,9",41.0,,2013,,"Justina Machado, Jane Lynch, Wilmer Valderrama, Will Sasso",False
9305,Sengoku Otome: Momoiro Paradokkusu,"6,3",77.0,,2011,,"Brittney Karbowski, Emily Neves, Shelley Calene-Black, Genevieve Simmons",False
9306,Idéfix et les Irréductibles,"6,4",17.0,,2021,,"Benjamin Bollen, Stéphane Bern, Kelly Marot, Jean-Claude Donda",False
9307,HobbyKids Adventures,"3,0",83.0,,2019,,"Griffin Burns, Cristina Milizia, Johnny Rose, Jace Diehl",False
9308,Dragon,"8,3",67.0,,2004,,Frank Meschkuleit,False
9309,Dex Hamilton: Alien Entomologist,"7,3",79.0,,2008,,"Stephanie Anne Mills, Dwayne Hill, Carter Hayden, Lyon Smith",False
9310,Los tres lobitos,"7,0",1662.0,,1936,"Burt Gillett, David Hand","Alyce Ardell, Leone Le Doux, Bonnie Poe, Billy Bletcher",False
9311,Tashi,"6,1",25.0,,2014,,"Dan Russell, Emma Tate, Cam Ralph, Charlotte Rose Hamlyn",False
9312,El pequeño que Bugs adoptó,"7,7",1312.0,,1954,Chuck Jones,Mel Blanc,False
9313,La familia Mézga,"8,6",1613.0,,1970,,"Endre Harkányi, Ilona Györi, Attila Némethy, Margit Földessy",False
9314,Rosemary A.D. (After Dad),"7,3",24.0,,2022,Ethan Barrett,"Ethan Barrett, Rosemary Barrett, Tiffany Barrett",False
9315,"Flautas, sibidos, cuerdas y bombos","7,1",1514.0,,1953,"Ward Kimball, Charles Nichols","The Mellowmen Quartet, Loulie Jean Norman, Charlie Parlota, Bill Thompson",False
9316,Bloom County,,,,,,,False
9317,"Yondemasu yo, Azazel-san.","7,6",100.0,,2010,,"Hiroshi Kamiya, Daisuke Namikawa, Kotono Mitsuishi, Tesshô Genda",False
9318,Pinocho,"6,9",161.0,,1972,,"Thor Bishopric, Gervásio Marques, Ivete Jayme, Zezinho Cutolo",False
9319,Sasamekikoto,"6,9",285.0,,2009,,"Ayahi Takagaki, Megumi Takamoto, Emiri Kato, Mitsuhiro Sakamaki",False
9320,"Ella, la Elefanta","6,2",47.0,,2012,,"Addison Holley, Devan Cohen, Avery Kadish, Helen Taylor",False
9321,The Magic Trolls and the Troll Warriors,"8,0",29.0,,1993,Xavier Picard,"Bailee Reid, Tony Dakota, Michael Donovan, Alessandro Juliani",False
9322,"Storybots: Laugh, Learn, Sing","8,9",10.0,,2021,,,False
9323,Wild Card,,,,2022,,"Brendan Blaber, Cougar MacDowall, Julisa Lopez, Melissa Medína",False
9324,We Will Be Monsters,"5,9",24.0,,2021,,"Chemon Theys, Jerome Velinsky, Joey Vieira, Emmy Saheki",False
9325,Coded,"7,4",264.0,,2021,Ryan White,"Judy Goffman Cutler, Jennifer A. Greenhill, Neil Patrick Harris, Jari Jones",False
9326,Haru wo Daiteita,"6,6",59.0,,2005,,"Toshiyuki Morikawa, Kazuhiko Inoue, Shin'ichirô Miki, Kentarô Itô",False
9327,Song of the Birds,"7,3",98.0,,1949,"Bill Tytla, George Germanetti","Connee Boswell, Beatrice Hagen, Mary Lawrence, Ethelreda Leopold",False
9328,La isla del tesoro,"5,4",207.0,,1973,Hal Sutherland,"Richard Dawson, Davy Jones, Dal McKennon, Larry D. Mann",False
9329,Alibaba,"5,1",88.0,,2002,Usha Ganesarajah,"Robert Andrew, Sadie LeBlanc, Chris Nolan, Manny Rush",False
9330,¿Tienes algún castillo?,"6,9",802.0,,1938,"Frank Tashlin, Friz Freleng","Mel Blanc, Billy Bletcher, Basin Street Boys, The Four Blackbirds",False
9331,Martín Matín,"6,7",235.0,,2003,,"Barbara Scaff, Paul Bandey, Christian Erickson, Jodi Forrest",False
9332,The Andy Carmen Show,,,,,,"Jayden Stubbs, Eurikafandom_Drawer273 2, Geronimonsy, JahealLalinYT",False
9333,Tetsuwan Bâdî,"6,8",241.0,,1996,,"Kotono Mitsuishi, Tetsuya Iwanaga, Yukana, Keaton Yamada",False
9334,Hundhotellet,"6,8",564.0,,2000,Per Åhlin,"Hans Alfredson, Margreth Weivers, Jan Mybrand, Tomas von Brömssen",False
9335,Cho Jigen Game Neptune the Animation,"6,3",223.0,,2013,,"Melissa Fahn, Carrie Keranen, Cherami Leigh, Christine Marie Cabanos",False
9336,King of Glory,"8,0",10.0,,2014,,,False
9337,Mio Mao,"8,7",51.0,,1970,,Derek Griffiths,False
9338,The Magic Key,"6,7",17.0,,2000,,"Sophie Aldred, Maria Darling, Kate Harbour, David Holt",False
9339,Nimh,,,,,,,False
9340,XTale,"8,8",35.0,,2018,,,False
9341,Louie,"7,2",93.0,,2006,,Bonnie Lener,False
9342,Punishing: Gray Raven (2019 Video Game),"6,8",16.0,,2019,,"Sura Siu, Chris Hackney, Brianna Knickerbocker, Heather Gonzalez",False
9343,Ahí viene... ¡Cascarrabias!,"7,4",150.0,,1969,,"Rip Taylor, Jay North, Stefanianna Christopherson, Mel Blanc",False
9344,Naked Mole Rat Gets Dressed: The Underground Rock Experience (2022 TV Special),"7,5",57.0,,2022,Guy Moore,"Carol Kane, Kate Micucci, Thomas Lennon, Kevin Michael Richardson",False
9345,Alien Nine,"6,2",158.0,,2001,,"Juri Ihata, Kaori Shimizu, Noriko Shitaya, Aya Hisakawa",False
9346,Salma y su gran sueño,"4,8",776.0,,2019,Carlos Gutiérrez Medrano,"Cristina Milizia, Camila Amezcua, Rocco Amezcua, Connor Andrade",False
9347,Milo (II),"7,8",13.0,,2021,,"Evan Capstick, George Ravenscroft, Eleanor Stollery, Emma Tate",False
9348,El mundo maravilloso de Heidi,"6,2",321.0,,1982,Robert Taylor,"Lorne Greene, Sammy Davis Jr., Margery Gray, Michael Bell",False
9349,The Short Films of David Lynch (2002 Video),"7,3",3354.0,,2002,David Lynch,"Jeffe Alperi, Robert Chadwick, Catherine E. Coulson, Eddy Dixon",False
9350,Little Quacker,"7,6",1220.0,,1950,"Joseph Barbera, William Hanna","Jack Sabel, Red Coffey, William Hanna",False
9351,Nijiiro Days,"6,8",383.0,,2016,,"Yoshitsugu Matsuoka, Takuya Eguchi, Nobunaga Shimazaki, Kôki Uchiyama",False
9352,Kidou senshi Gandamu: The Origin III - Akatsuki no houki,"8,0",546.0,,2016,"Takashi Imanishi, Yoshikazu Yasuhiko","Shûichi Ikeda, Tetsuya Kakihara, Tomoaki Maeno, Jin Urayama",False
9353,Comedy Blaps,"8,8",17.0,,2011,,"Emma Fryer, Mark Kempner, Lawry Lewin, Julie Burchill",False
9354,Onihei,"7,5",350.0,,2017,,"Jason Kesser, Ken'yû Horiuchi, Ghia Burns, Hideyuki Tanaka",False
9355,Dinner for Few,"7,8",484.0,,2014,,,False
9356,The Milky Waif,"7,7",1267.0,,1946,"Joseph Barbera, William Hanna","Mel Blanc, William Hanna, Lillian Randolph",False
9357,Lavender Castle,"8,2",87.0,,1999,,"Rob Rackstraw, David Holt, Kate Harbour, Jimmy Hibbert",False
9358,Prehistoric (II),"7,2",49.0,,2009,,"Bray Poor, Neil Stuke, Robert Bakker, Andrew Farke",False
9359,Rockman X: The Day of Sigma,"7,3",84.0,,2005,Atsushi Otsuki,"Tomohisa Asô, Angie Beers, Ethan Cole, Carol-Anne Day",False
9360,Hi-5 House,"7,8",31.0,,2013,,"Ellen Wright Folan, Ainsley Melham, Stevie Nicholson, Dayen Zheng",False
9361,Ban'n appu (1991 Video),"6,2",179.0,,1991,Yasunori Ide,"Yumiko Shibata, Kumiko Nishihara, Hirokazu Hiramatsu, Shôichirô Akaboshi",False
9362,Ef: A Tale of Memories.,"7,4",823.0,,2007,,"Natsumi Yanase, Monica Rial, Hiroko Taguchi, Junko Okada",False
9363,El rey del surf,"6,9",1634.0,,1937,Ben Sharpsteen,"Pinto Colvig, Walt Disney, Marcellite Garner, Clarence Nash",False
9364,#TBT to That Time Archer Met Kingsman (2017 Video),"7,3",84.0,,2017,,H. Jon Benjamin,False
9365,Fuego salvaje,"7,4",247.0,,1986,,"John Vernon, Georgi Irene, Bobby Jacoby, Susan Blu",False
9366,El pequeño Naya contra los Dragones Reales,"7,7",1192.0,,1979,"Shuchen Wang, Jingda Xu, Ding Xian Yan","Ke Bi, Banjô Ginga, Daisuke Gôri, Junko Hori",False
9367,Lou!,"8,0",34.0,,2009,,"Béatrice de la Boulaye, Catherine Collomb, Nayeli Forest, Emmanuel Gradi",False
9368,Muhyo & Roji's Bureau of Supernatural Investigation,"7,0",96.0,,2018,,"Bonnie Gordon, Hiroshi Kamiya, Ayumu Murase, Tetsuya Kakihara",False
9369,Pelle Svanslös i Amerikatt,"5,7",482.0,,1985,"Jan Gissberg, Stig Lasseby","Erik Lindgren, Ernst-Hugo Järegård, Ewa Fröling, Björn Gustafson",False
9370,Shark Tale: Gettin' Fishy with It (2004 TV Movie),"4,7",248.0,,2004,Kellie Allred,"Will Smith, Robert De Niro, Renée Zellweger, Jack Black",False
9371,Titan Maximum,"7,0",647.0,,2009,,"Rachael Leigh Cook, Seth Green, Breckin Meyer, Eden Espinosa",False
9372,A Rugrats Vacation (1997 Video),"7,2",170.0,,1997,Anthony Bell,"Elizabeth Daily, Christine Cavanaugh, Kath Soucie, Jack Riley",False
9373,Kasimasi: Girl Meets Girl,"6,7",242.0,,2006,,"Bryce Papenbrook, Stephanie Sheh, Karen Strassman, Mona Marshall",False
9374,Hidden Side,"8,6",23.0,,2019,,"Corey Krueger, William Kasten, Amelia Clover, Lara Cody",False
9375,Riki Rhino,"5,8",67.0,,2020,Erwin Budiono,"Niffy Boyask, Hamish Daud, Ge Pamungkas, Paul Reynolds",False
9376,Peterchens Mondfahrt,"7,2",345.0,,1990,Wolfgang Urchs,"André Schmidtsdorf, Nathalie del Castillo, Manfred Lichtenfeld, Friedrich W. Bauschulte",False
9377,Cartoon Hook-Ups,"6,2",140.0,,2012,,"Jared Winkler, Damian C. King, Sara Secora, Malorie Mackey",False
9378,Fallen Fae Academy,,,,,,,False
9379,Tar with a Star,"6,7",118.0,,1949,"Bill Tytla, George Germanetti","Jackson Beck, Jack Mercer, Mae Questel",False
9380,Frank & Zed,"6,5",115.0,,2020,Jesse Blanchard,"Jerry Bell Jr., Aaron Booth, Randolph F. Christen, Chris Henry",False
9381,Boxtown,,,,2023,,"Noah Manumaleuga, Mary Kate Petsky, Amanda Lee Hawkins",False
9382,Aladino (II) (1992 Video),"5,8",394.0,,1992,,,False
9383,The Secret Show,"7,1",308.0,,2006,,"Alan Marriott, Kate Harbour, Rob Rackstraw, Keith Wickham",False
9384,Dinghai Fusheng Lu,"7,9",14.0,,2021,,"Yang Ma, Xiang Xu, Dawei Liang, Xianglong Meng",False
9385,Cat Fishin',"7,7",1465.0,,1947,"Joseph Barbera, William Hanna","Billy Bletcher, William Hanna, Jack Sabel",False
9386,New Kids on the Block,"4,5",137.0,,1990,,"David Coburn, Loren Lester, Scott Menville, Brian Stokes Mitchell",False
9387,Project G.e.e.K.e.R.,"7,8",91.0,,1996,,"Brad Garrett, Jim Cummings, Cree Summer, Billy West",False
9388,"Lucas, el comando loco","6,9",972.0,,1943,Friz Freleng,Mel Blanc,False
9389,Jídlo,"8,0",3447.0,,1992,Jan Svankmajer,"Ludvík Sváb, Bedrich Glaser, Jan Kraus, Pavel Marek",False
9390,Dibo the Gift Dragon,"5,8",23.0,,2006,,,False
9391,Momo: Una aventura a contrarreloj,"6,9",558.0,,2001,Enzo D'Alò,"Erica Necci, Diego Abatantuono, Giancarlo Giannini, Sergio Rubini",False
9392,Teoning Mekadeu W,,,,2016,,,False
9393,El origen de Stitch (2005 Video),"6,1",183.0,,2005,"Tony Bancroft, Mike Disa","Tress MacNeille, Chris Sanders, David Ogden Stiers",False
9394,Bromwell High,"6,9",422.0,,2005,,"Nina Conti, Graeme Garden, Simon Greenall, Doon Mackichan",False
9395,One Piece: El baile de carnaval de Jango,"6,7",597.0,,2001,,"Hiroaki Hirata, Tetsu Inada, Jun Ishikawa, Kazuya Nakai",False
9396,Xian Feng Jianyu Lu,,,,2020,,,False
9397,Cat Pack: A PAW Patrol Exclusive Event,,,,2022,Charles E. Bastien,"Kim Roberts, Wyatt White, Katherine Forrester, Scott McCord",False
9398,Abominable Christmas (2012 TV Movie),"5,2",307.0,,2012,Chad Van De Keere,"Ariel Winter, Drake Bell, Emilio Estevez, Isabella Acres",False
9399,Midnight Delight,"6,5",64.0,,2016,Rohit Gupta,"Maggie Alexander, John Crann, Adit Dileep, Joshua Echevarria",False
9400,Midnight Delight,"6,5",64.0,,2016,Rohit Gupta,"Maggie Alexander, John Crann, Adit Dileep, Joshua Echevarria",False
9401,The Treasure of Swamp Castle,"7,9",2098.0,,1985,Attila Dargay,"András Kern, Judit Pogány, Hilda Gobbi, György Bárdy",False
9402,Cyborg 009: Call of Justice,"5,9",380.0,,2016,,"Risa Taneda, Mitsuaki Madono, Keisuke Komoto, Cristina Valenzuela",False
9403,Chhota Bheem aur Hanuman,"7,9",64.0,,2012,Rajiv Chilaka,"Jigna Bhardwaj, Rupa Bhimani, Vatsal Dubey, Rajesh Kava",False
9404,Las urracas parlanchinas,"7,2",236.0,,1956,,"Dayton Allen, Ned Sparks, Sid Raymond, Tom Morrison",False
9405,Kid Krrish,"8,0",44.0,,2013,,,False
9406,Blazing Team: Masters of Yo Kwon Do,"6,8",43.0,,2015,,"Jamie Anderson, Muriel Hofmann, Jai Day, Michael C. Pizzuto",False
9407,Die Sendung mit der Maus,"8,0",889.0,,1971,,"Armin Maiwald, Günter Dybus, Siham El-Maimouni, Christoph Biemann",False
9408,King of the Hill (2000 Video Game),"8,1",29.0,,2000,,"Pamela Adlon, Karla Del Campo, Ashley Gardner, Johnny Hardwick",False
9409,Mickey en la feria,"6,3",899.0,,1929,"Walt Disney, Ub Iwerks","Count Cutelli, Walt Disney, Carl W. Stalling",False
9410,Cult of the Lamb: Doom & Shroom,"8,3",19.0,,2023,Gianfranco Sorrentino,"Blake Swift, Gianfranco Sorrentino, Robin Nelson, Anna Chloe Moorey",False
9411,Reksio,"7,1",696.0,,1967,,,False
9412,Vampire Senzo (1990 Video),"4,7",224.0,,1990,Kazuhisa Takenouchi,"Masashi Sugawara, Yuka Koyama, Takeshi Aono, Toshiya Ueda",False
9413,George y A.J. (2009 Video),"6,0",2653.0,,2009,Josh Cooley,"Jason Topolski, A.J. Riebli III, Steve Purcell, Peter Sohn",False
9414,Saiyuki Reload,"7,2",54.0,,2003,,"Adam Nagata, Akira Fujita, Christopher Corey Smith, Dave Mallow",False
9415,Neighbours,"7,9",3735.0,,1952,Norman McLaren,"Grant Munro, Jean Paul Ladouceur",False
9416,Nosferatu Re-Animated,"7,2",33.0,,2020,,,False
9417,Alisa v strane chudes,"7,6",716.0,,1981,Efrem Pruzhanskiy,"Marina Neyolova, Rostislav Plyatt, Vyacheslav Nevinnyy, Aleksandr Shirvindt",False
9418,Uchu Senkan Yamato 2199: Tsuioku no Kokai,"6,9",49.0,,2199,"Yutaka Izubuchi, Takao Kato","Kikuko Inoue, Houko Kuwashima, Daisuke Ono, Takayuki Sugô",False
9419,The Amazing Adventures of Morph,"7,3",293.0,,1980,,Tony Hart,False
9420,Elf: Navidad musical de Buddy (2013 TV Special),"5,4",1160.0,,2013,"Mark Caballero, Seamus Walsh","Jim Parsons, Mark Hamill, Rachael MacFarlane, Max Charles",False
9421,Baiorensu boijâ,"6,7",402.0,,2018,Ujicha,"Saki Fujita, Kellen Goff, Nao Hanai, Derek Petropolis",False
9422,Mashuranbo,"7,4",265.0,,2000,,"David Rogers, Joe Ochman, Steve Blum, Wendee Lee",False
9423,Pinocchio (IX),,,,,Viktor Lakisov,"Phil LaMarr, Suzy Nakamura",False
9424,Kiko in the Deep Sea,"8,6",11.0,,2023,"Heri Kurniawan, Dezi Ruwah Rezeki, Sally Wongso","Felicya Angellista, Anastasia Amelia, Arbani Yasiz, Robby Purba",False
9425,Manga Mito Kômon,"7,6",604.0,,1981,,"Toshiya Sugita, Hirotaka Suzuoki, Masaru Ikeda, Youko Matsuoka",False
9426,Common Side Effects,,,,,,,False
9427,Kami sama no memo chô,"6,6",280.0,,2011,,"David Matranga, Brittney Karbowski, Adam Gibbs, Hilary Haag",False
9428,How the 'Dook Stole Christmas,"5,2",201.0,,2014,Jennifer Kent,"Craig Behenna, Daniel Henshall",False
9429,El conejo de Pascua,"7,2",839.0,,1947,Robert McKimson,"Mel Blanc, Arthur Q. Bryan",False
9430,Jingju Mao,"8,3",50.0,,2015,,"Johnny Yong Bosch, Chris Smith, Ryan Bartley, Cassandra Lee Morris",False
9431,Cheon-nyeon-yeo-woo-yeo-woo-bi,"6,8",957.0,,2007,Seong-gang Lee,"Son Ye-jin, Deok-Hwan Ryu",False
9432,Fright Krewe,,,,,,,False
